Auction_ID,Product_Name,Lot,Bidder_ID,Start_Price,Bid_Amount,Final_Price,Bid_Time,Auction_Start,Auction_End,Bid_Winner,Fraudulent
769062,Laptop,2,45006,33068.11,42209.99,84039.6,2016-07-05 12:00:00,2016-07-05 09:44:00,2016-07-11 09:44:00,45006.0,0
837699,Electric Guitar,1,30962,30495.93,40538.6,42323.57,2016-11-02 12:57:00,2016-11-02 10:04:00,2016-11-03 10:04:00,30962.0,1
980861,Power Tools,1,27563,18780.42,23709.52,24132.73,2016-10-04 11:43:00,2016-10-04 11:07:00,2016-10-05 11:07:00,27563.0,0
554108,Home Theater System,3,22361,42188.47,48481.85,152050.29,2016-04-10 14:02:00,2016-04-10 11:18:00,2016-04-15 11:18:00,22361.0,0
934614,Microwave Oven,2,45942,24713.48,33579.65,67177.67,2016-07-31 10:50:00,2016-07-31 10:28:00,2016-08-01 10:28:00,45942.0,1
904119,Used Smartphone,3,11346,15906.83,18174.52,54520.55,2016-05-02 12:28:00,2016-05-02 09:46:00,2016-05-03 09:46:00,11346.0,0
889108,Digital Camera,3,49830,33411.67,47001.59,140755.6,2016-04-22 11:02:00,2016-04-22 10:59:00,2016-04-28 10:59:00,49830.0,1
869692,Scooter Helmet,3,32505,4599.66,6479.06,20299.16,2016-09-10 13:05:00,2016-09-10 11:33:00,2016-09-15 11:33:00,32505.0,1
300134,Tablet,3,41622,18051.33,28392.73,86279.74,2016-05-27 11:10:00,2016-05-27 09:34:00,2016-05-29 09:34:00,41622.0,1
354452,Home Theater System,1,21021,33666.15,42583.83,42041.35,2016-04-15 14:17:00,2016-04-15 11:55:00,2016-04-16 11:55:00,21021.0,0
181902,Washing Machine,3,26066,24028.84,28535.18,88348.21,2016-12-15 11:55:00,2016-12-15 11:03:00,2016-12-21 11:03:00,26066.0,0
587304,LED TV,1,47144,48035.34,57463.05,58635.03,2016-04-03 11:55:00,2016-04-03 10:51:00,2016-04-09 10:51:00,47144.0,0
724277,Electric Guitar,3,37886,51167.79,58564.45,181786.26,2016-03-18 10:30:00,2016-03-18 10:13:00,2016-03-23 10:13:00,37886.0,0
491172,Office Chair,2,41427,3710.44,4719.41,9427.72,2016-02-23 11:18:00,2016-02-23 09:53:00,2016-02-26 09:53:00,41427.0,0
594051,Office Chair,1,48324,11260.25,13112.7,13374.31,2016-01-16 09:43:00,2016-01-16 09:43:00,2016-01-17 09:43:00,48324.0,0
593710,Air Conditioner,2,14373,29051.2,32477.47,64163.55,2016-06-17 12:20:00,2016-06-17 10:52:00,2016-06-20 10:52:00,14373.0,0
644054,Microwave Oven,3,48362,21828.25,29136.04,91606.7,2016-01-06 12:35:00,2016-01-06 11:27:00,2016-01-07 11:27:00,48362.0,1
153603,LED TV,2,24523,53050.81,73857.95,153951.5,2016-10-15 12:05:00,2016-10-15 09:31:00,2016-10-19 09:31:00,24523.0,1
994210,Power Tools,3,20933,11814.52,14778.34,45036.81,2016-08-30 13:28:00,2016-08-30 11:04:00,2016-08-31 11:04:00,20933.0,0
800460,Air Conditioner,2,37174,49517.13,75841.14,151619.76,2016-09-08 12:57:00,2016-09-08 10:11:00,2016-09-12 10:11:00,37174.0,1
930440,LED TV,2,30450,56226.51,66177.33,131592.21,2016-08-22 11:15:00,2016-08-22 10:51:00,2016-08-25 10:51:00,30450.0,0
771174,Scooter Helmet,2,17970,6468.92,7650.03,15295.68,2016-03-01 11:47:00,2016-03-01 11:17:00,2016-03-07 11:17:00,17970.0,0
185094,Scooter Helmet,3,11532,3683.95,4686.79,13988.61,2016-08-16 10:52:00,2016-08-16 09:40:00,2016-08-18 09:40:00,11532.0,0
191209,Microwave Oven,3,5705,16327.92,18410.52,55708.03,2016-08-25 13:23:00,2016-08-25 11:42:00,2016-08-27 11:42:00,5705.0,0
917634,Air Conditioner,2,16677,34288.78,43160.79,86028.63,2016-10-21 13:19:00,2016-10-21 11:00:00,2016-10-27 11:00:00,16677.0,0
775849,Refrigerator,2,34187,14789.31,23086.43,48396.1,2016-11-27 09:20:00,2016-11-27 09:02:00,2016-11-29 09:02:00,34187.0,1
397707,Scooter Helmet,3,17523,5944.38,6848.09,21339.68,2016-01-20 12:08:00,2016-01-20 11:06:00,2016-01-23 11:06:00,17523.0,0
586812,Home Theater System,2,20105,34417.17,41672.19,85284.24,2016-09-08 12:24:00,2016-09-08 11:24:00,2016-09-13 11:24:00,20105.0,0
635737,Digital Camera,1,35063,24007.25,37296.03,38037.32,2016-03-16 12:29:00,2016-03-16 09:54:00,2016-03-21 09:54:00,35063.0,1
502783,Tablet,1,46599,12156.48,15963.72,16588.97,2016-04-26 11:12:00,2016-04-26 09:29:00,2016-05-02 09:29:00,46599.0,1
873476,Microwave Oven,1,32510,7754.87,9574.92,9905.47,2016-11-01 11:38:00,2016-11-01 10:23:00,2016-11-02 10:23:00,32510.0,0
444665,Tablet,3,27580,27123.4,38996.09,116669.67,2016-07-22 10:29:00,2016-07-22 09:22:00,2016-07-28 09:22:00,27580.0,1
785918,Power Tools,2,22227,9848.92,11836.38,24640.77,2016-07-23 11:44:00,2016-07-23 09:43:00,2016-07-25 09:43:00,22227.0,0
613136,Tablet,2,32417,32809.83,39387.55,80425.22,2016-06-11 11:50:00,2016-06-11 09:29:00,2016-06-16 09:29:00,32417.0,0
248147,Tablet,3,19940,29858.49,40879.99,128376.62,2016-12-21 12:21:00,2016-12-21 11:28:00,2016-12-26 11:28:00,19940.0,1
278924,Office Chair,1,17273,6301.38,7374.37,7437.87,2016-10-21 11:01:00,2016-10-21 09:50:00,2016-10-25 09:50:00,17273.0,0
203840,Refrigerator,1,36677,57684.68,88353.01,91709.82,2016-06-06 12:27:00,2016-06-06 10:46:00,2016-06-09 10:46:00,36677.0,1
861530,LED TV,3,21645,22251.84,24910.19,76536.97,2016-05-05 10:36:00,2016-05-05 10:11:00,2016-05-09 10:11:00,21645.0,0
805846,Digital Camera,3,26488,24068.65,29911.57,90784.22,2016-12-17 12:00:00,2016-12-17 09:56:00,2016-12-19 09:56:00,26488.0,0
459879,Tablet,3,8262,26784.46,32885.75,100715.1,2016-08-29 11:49:00,2016-08-29 10:11:00,2016-09-04 10:11:00,8262.0,0
849283,Laptop,3,7258,54174.93,73355.06,226044.15,2016-08-12 11:36:00,2016-08-12 10:35:00,2016-08-18 10:35:00,7258.0,1
813805,Microwave Oven,3,34303,22914.15,27155.25,80836.79,2016-01-27 11:30:00,2016-01-27 10:21:00,2016-01-30 10:21:00,34303.0,0
583623,Electric Guitar,2,20426,50615.52,80302.27,159196.38,2016-07-09 12:13:00,2016-07-09 09:42:00,2016-07-15 09:42:00,20426.0,1
618105,Electric Guitar,3,47985,56856.79,65948.24,201042.65,2016-02-01 11:53:00,2016-02-01 10:10:00,2016-02-03 10:10:00,47985.0,0
323159,Laptop,3,32775,34750.34,42497.42,128921.41,2016-04-09 12:08:00,2016-04-09 11:22:00,2016-04-14 11:22:00,32775.0,0
966644,Refrigerator,2,46772,29916.15,35408.36,74287.94,2016-04-07 10:01:00,2016-04-07 09:41:00,2016-04-11 09:41:00,46772.0,0
245548,Washing Machine,1,15742,42750.31,62875.6,64256.65,2016-09-30 14:28:00,2016-09-30 11:30:00,2016-10-02 11:30:00,15742.0,1
564112,LED TV,1,30930,72544.26,82961.66,83310.52,2016-06-29 10:07:00,2016-06-29 09:11:00,2016-06-30 09:11:00,30930.0,0
648509,Laptop,1,9543,42038.37,53538.83,56175.16,2016-12-20 12:22:00,2016-12-20 09:32:00,2016-12-21 09:32:00,9543.0,0
309112,Microwave Oven,1,28116,11426.64,16516.12,16656.55,2016-01-09 09:52:00,2016-01-09 09:50:00,2016-01-14 09:50:00,28116.0,1
122046,LED TV,2,17673,26358.33,28608.58,57922.87,2016-09-28 09:53:00,2016-09-28 09:49:00,2016-10-04 09:49:00,,0
215696,Electric Guitar,1,48651,50282.34,58745.37,58732.52,2016-08-14 11:28:00,2016-08-14 09:53:00,2016-08-15 09:53:00,48651.0,0
501138,Home Theater System,3,41983,49269.43,67589.71,202427.75,2016-11-04 11:26:00,2016-11-04 10:57:00,2016-11-05 10:57:00,41983.0,1
599545,Refrigerator,1,45478,32811.42,38670.81,40186.67,2016-11-05 11:55:00,2016-11-05 10:13:00,2016-11-11 10:13:00,45478.0,0
196256,Digital Camera,2,24327,38549.62,61317.86,124596.36,2016-06-27 10:35:00,2016-06-27 09:01:00,2016-07-03 09:01:00,24327.0,1
385020,LED TV,2,35051,50675.39,57337.3,116521.54,2016-01-20 09:20:00,2016-01-20 09:06:00,2016-01-21 09:06:00,35051.0,0
427237,Tablet,2,20854,18032.55,19562.21,40420.5,2016-04-24 11:55:00,2016-04-24 11:08:00,2016-04-25 11:08:00,,0
468987,Digital Camera,1,23573,44642.1,60923.83,62873.95,2016-02-14 12:20:00,2016-02-14 11:56:00,2016-02-17 11:56:00,23573.0,1
194845,Used Smartphone,3,6715,15021.52,21943.73,67771.06,2016-04-03 11:22:00,2016-04-03 10:55:00,2016-04-08 10:55:00,6715.0,1
354142,Refrigerator,1,20691,33325.48,39595.74,39935.66,2016-07-07 14:02:00,2016-07-07 11:03:00,2016-07-09 11:03:00,20691.0,0
619157,Refrigerator,3,22991,17946.13,21370.63,64560.74,2016-11-29 13:00:00,2016-11-29 11:08:00,2016-12-01 11:08:00,22991.0,0
806114,Tablet,1,48314,17930.07,27155.66,27839.35,2016-01-10 12:04:00,2016-01-10 09:54:00,2016-01-13 09:54:00,48314.0,1
506756,Power Tools,2,10671,17647.05,22391.74,46882.54,2016-04-24 11:55:00,2016-04-24 10:44:00,2016-04-27 10:44:00,10671.0,0
123202,Electric Guitar,1,22644,38817.87,53533.35,54824.9,2016-05-19 10:53:00,2016-05-19 10:28:00,2016-05-21 10:28:00,22644.0,1
445769,Home Theater System,2,27261,37310.35,50887.38,101415.64,2016-04-16 10:25:00,2016-04-16 10:07:00,2016-04-21 10:07:00,27261.0,1
167626,Tablet,2,25104,24706.09,29517.96,58549.2,2016-08-25 14:13:00,2016-08-25 11:24:00,2016-08-26 11:24:00,25104.0,0
262238,Digital Camera,3,34187,68168.14,75017.31,223492.75,2016-08-25 11:38:00,2016-08-25 10:03:00,2016-08-31 10:03:00,34187.0,0
730297,Scooter Helmet,1,36409,2847.09,4350.17,4350.77,2016-09-30 12:21:00,2016-09-30 10:10:00,2016-10-01 10:10:00,36409.0,1
117190,Home Theater System,1,29668,27640.62,40112.68,40823.74,2016-06-17 13:41:00,2016-06-17 10:45:00,2016-06-22 10:45:00,29668.0,1
696051,LED TV,1,27765,33101.26,40639.62,40780.3,2016-03-08 11:58:00,2016-03-08 10:42:00,2016-03-13 10:42:00,27765.0,0
978711,Laptop,3,7419,60687.42,90979.56,281485.67,2016-01-03 11:31:00,2016-01-03 10:55:00,2016-01-04 10:55:00,7419.0,1
234207,Power Tools,2,6497,9014.14,14189.74,28626.62,2016-03-14 12:39:00,2016-03-14 11:43:00,2016-03-17 11:43:00,6497.0,1
629388,Home Theater System,2,11442,16176.28,20062.76,40240.28,2016-04-17 12:08:00,2016-04-17 09:18:00,2016-04-23 09:18:00,11442.0,0
393812,LED TV,2,11720,66010.86,87302.01,174186.41,2016-09-29 11:41:00,2016-09-29 11:00:00,2016-10-04 11:00:00,11720.0,1
161671,Electric Guitar,3,6317,36575.93,42904.07,128631.22,2016-12-14 10:56:00,2016-12-14 10:38:00,2016-12-19 10:38:00,6317.0,0
673238,Washing Machine,1,19620,46296.03,58408.34,61170.63,2016-11-21 10:41:00,2016-11-21 09:14:00,2016-11-24 09:14:00,19620.0,0
183472,LED TV,1,16591,38328.55,54558.06,54481.2,2016-09-10 13:55:00,2016-09-10 10:59:00,2016-09-12 10:59:00,16591.0,1
991272,Laptop,1,22716,22367.92,31545.62,32487.59,2016-07-13 14:05:00,2016-07-13 11:35:00,2016-07-16 11:35:00,22716.0,1
585323,Washing Machine,2,48375,32049.94,50145.91,100800.62,2016-04-11 10:42:00,2016-04-11 10:02:00,2016-04-17 10:02:00,48375.0,1
678399,Washing Machine,3,33464,19822.1,29257.61,91838.88,2016-08-20 10:12:00,2016-08-20 09:44:00,2016-08-25 09:44:00,33464.0,1
818049,Microwave Oven,1,45768,11815.74,13364.91,13460.68,2016-04-17 11:56:00,2016-04-17 09:01:00,2016-04-23 09:01:00,45768.0,0
678204,Tablet,1,10751,21824.0,27447.31,28514.83,2016-09-15 13:31:00,2016-09-15 10:59:00,2016-09-18 10:59:00,10751.0,0
330654,Electric Guitar,3,34200,45790.55,52970.89,161185.06,2016-12-15 10:18:00,2016-12-15 09:00:00,2016-12-20 09:00:00,34200.0,0
642411,Home Theater System,2,7214,25274.84,29703.77,60083.24,2016-03-08 12:33:00,2016-03-08 11:35:00,2016-03-11 11:35:00,7214.0,0
267999,Air Conditioner,1,10250,50647.32,75177.62,78483.04,2016-08-20 14:24:00,2016-08-20 11:31:00,2016-08-26 11:31:00,10250.0,1
103506,Home Theater System,2,27737,33355.45,51994.07,107707.0,2016-05-06 13:29:00,2016-05-06 11:00:00,2016-05-08 11:00:00,27737.0,1
808706,Scooter Helmet,2,12513,6449.04,8709.0,17253.72,2016-12-29 10:22:00,2016-12-29 09:08:00,2017-01-03 09:08:00,12513.0,1
251552,Digital Camera,3,32347,31569.46,36123.61,110478.39,2016-06-08 10:32:00,2016-06-08 09:22:00,2016-06-13 09:22:00,32347.0,0
470751,Office Chair,3,6611,11538.86,12902.09,40577.85,2016-08-20 09:50:00,2016-08-20 09:20:00,2016-08-24 09:20:00,6611.0,0
548111,Digital Camera,1,48605,45823.71,70481.93,71468.94,2016-10-04 10:54:00,2016-10-04 10:31:00,2016-10-07 10:31:00,48605.0,1
352036,Office Chair,1,27067,9356.6,12985.14,13481.93,2016-10-04 12:20:00,2016-10-04 10:11:00,2016-10-09 10:11:00,27067.0,1
613315,Power Tools,2,21948,14222.26,21248.83,42077.25,2016-12-28 12:50:00,2016-12-28 10:00:00,2016-12-30 10:00:00,21948.0,1
242291,Refrigerator,3,11079,54610.01,61648.99,186409.49,2016-10-07 14:22:00,2016-10-07 11:25:00,2016-10-11 11:25:00,11079.0,0
569388,Used Smartphone,2,45853,24552.18,36950.1,75940.2,2016-04-16 13:47:00,2016-04-16 11:13:00,2016-04-19 11:13:00,45853.0,1
788986,Scooter Helmet,1,19994,2239.2,3233.55,3346.77,2016-08-07 12:37:00,2016-08-07 11:42:00,2016-08-09 11:42:00,19994.0,1
890648,Washing Machine,2,21519,49276.32,61956.84,122495.77,2016-03-21 12:28:00,2016-03-21 10:12:00,2016-03-25 10:12:00,21519.0,0
207347,Microwave Oven,1,12734,17306.36,25116.7,26244.01,2016-08-20 10:51:00,2016-08-20 10:35:00,2016-08-22 10:35:00,12734.0,1
614439,Used Smartphone,3,41165,15105.57,16984.13,52245.33,2016-04-03 09:50:00,2016-04-03 09:24:00,2016-04-04 09:24:00,41165.0,0
387229,Scooter Helmet,2,11588,3563.68,3956.87,8240.2,2016-12-11 14:15:00,2016-12-11 11:28:00,2016-12-17 11:28:00,11588.0,0
243030,Refrigerator,2,8016,28884.9,31799.16,64545.22,2016-09-22 11:50:00,2016-09-22 11:45:00,2016-09-23 11:45:00,8016.0,0
347325,Power Tools,3,20156,11548.99,15045.19,44510.39,2016-05-12 10:54:00,2016-05-12 10:13:00,2016-05-18 10:13:00,20156.0,1
205338,Air Conditioner,2,46473,56584.19,64855.57,132538.39,2016-03-24 13:38:00,2016-03-24 11:07:00,2016-03-25 11:07:00,46473.0,0
258162,Office Chair,2,39566,12822.95,15532.67,31197.41,2016-11-18 12:05:00,2016-11-18 10:47:00,2016-11-19 10:47:00,39566.0,0
556214,Washing Machine,3,26361,40469.27,49363.4,147505.0,2016-12-13 11:21:00,2016-12-13 09:17:00,2016-12-15 09:17:00,26361.0,0
668748,Scooter Helmet,2,29246,3043.67,4276.01,8771.62,2016-09-25 12:42:00,2016-09-25 10:36:00,2016-09-30 10:36:00,29246.0,1
829661,Electric Guitar,1,47093,55152.76,64939.68,68006.71,2016-11-23 11:40:00,2016-11-23 10:41:00,2016-11-25 10:41:00,47093.0,0
860158,Used Smartphone,3,30832,36795.93,40517.53,122784.22,2016-10-09 12:45:00,2016-10-09 10:10:00,2016-10-12 10:10:00,30832.0,0
718519,Used Smartphone,1,10996,22591.71,25352.41,26158.09,2016-04-25 14:10:00,2016-04-25 11:57:00,2016-04-28 11:57:00,10996.0,0
234910,Electric Guitar,3,43194,20932.94,24474.4,75954.2,2016-09-21 11:57:00,2016-09-21 11:48:00,2016-09-26 11:48:00,43194.0,0
683595,Washing Machine,1,38457,32222.44,36996.23,38439.41,2016-06-14 13:57:00,2016-06-14 11:22:00,2016-06-17 11:22:00,38457.0,0
410251,Digital Camera,2,5351,50794.2,63930.01,126803.36,2016-12-09 12:29:00,2016-12-09 10:20:00,2016-12-10 10:20:00,5351.0,0
982488,LED TV,1,20479,42360.06,51909.08,52643.41,2016-12-11 10:36:00,2016-12-11 10:32:00,2016-12-16 10:32:00,20479.0,0
256975,Electric Guitar,3,30615,53894.85,75670.5,227296.35,2016-07-20 13:45:00,2016-07-20 11:46:00,2016-07-23 11:46:00,30615.0,1
680475,LED TV,3,27936,57970.87,81860.82,246307.43,2016-01-24 09:43:00,2016-01-24 09:32:00,2016-01-25 09:32:00,27936.0,1
848704,LED TV,3,9902,49596.24,54646.6,170712.78,2016-03-20 13:34:00,2016-03-20 11:18:00,2016-03-21 11:18:00,9902.0,0
306318,Electric Guitar,2,22065,23303.74,28053.69,57920.45,2016-06-02 11:51:00,2016-06-02 09:22:00,2016-06-05 09:22:00,22065.0,0
498833,Scooter Helmet,1,44627,5648.97,8522.57,8740.85,2016-03-18 11:17:00,2016-03-18 09:32:00,2016-03-19 09:32:00,44627.0,1
244999,Home Theater System,1,41769,43798.49,57854.24,58250.24,2016-08-15 12:04:00,2016-08-15 11:52:00,2016-08-20 11:52:00,41769.0,1
183129,Air Conditioner,1,30967,34500.16,53330.43,53181.82,2016-05-01 13:05:00,2016-05-01 11:24:00,2016-05-07 11:24:00,30967.0,1
288203,Refrigerator,3,17637,32008.31,38070.72,116124.21,2016-01-01 10:53:00,2016-01-01 10:47:00,2016-01-06 10:47:00,17637.0,0
141509,Air Conditioner,1,8668,22724.14,30173.61,30845.26,2016-05-11 10:16:00,2016-05-11 09:06:00,2016-05-15 09:06:00,8668.0,1
845947,LED TV,3,18162,66780.2,79272.24,235605.49,2016-09-13 12:08:00,2016-09-13 09:42:00,2016-09-19 09:42:00,18162.0,0
411873,Washing Machine,1,19146,49624.03,61304.2,63255.37,2016-07-15 11:30:00,2016-07-15 10:19:00,2016-07-16 10:19:00,19146.0,0
741013,Home Theater System,3,15707,31048.73,43861.65,131063.75,2016-02-24 10:21:00,2016-02-24 09:32:00,2016-02-25 09:32:00,15707.0,1
710095,LED TV,2,49964,41610.6,53056.24,105596.11,2016-06-12 11:46:00,2016-06-12 11:02:00,2016-06-18 11:02:00,49964.0,0
811511,Tablet,2,33829,23067.08,35242.2,73612.5,2016-12-13 14:00:00,2016-12-13 11:50:00,2016-12-16 11:50:00,33829.0,1
928771,LED TV,2,48893,52320.6,82188.96,163332.02,2016-05-26 09:21:00,2016-05-26 09:08:00,2016-05-30 09:08:00,48893.0,1
924871,Refrigerator,3,32254,40821.56,53735.55,163866.48,2016-08-05 12:30:00,2016-08-05 09:44:00,2016-08-10 09:44:00,32254.0,1
157132,LED TV,3,49207,75324.11,112559.71,345533.33,2016-06-14 11:08:00,2016-06-14 10:47:00,2016-06-16 10:47:00,49207.0,1
539317,Tablet,3,8541,13292.97,17365.96,54232.2,2016-02-20 12:32:00,2016-02-20 10:48:00,2016-02-22 10:48:00,8541.0,1
278490,Digital Camera,3,11896,43502.97,53636.15,165896.24,2016-05-25 12:23:00,2016-05-25 10:54:00,2016-05-26 10:54:00,11896.0,0
546343,Air Conditioner,2,49038,25049.84,37241.54,73946.52,2016-02-02 09:35:00,2016-02-02 09:35:00,2016-02-05 09:35:00,49038.0,1
311121,Scooter Helmet,1,39131,4851.72,6866.95,7050.39,2016-12-14 10:15:00,2016-12-14 09:07:00,2016-12-15 09:07:00,39131.0,1
865844,Electric Guitar,2,7030,39845.72,46588.01,93651.86,2016-09-26 10:09:00,2016-09-26 09:03:00,2016-10-02 09:03:00,7030.0,0
477657,Office Chair,1,27944,12350.51,19146.21,19212.92,2016-12-09 12:05:00,2016-12-09 11:50:00,2016-12-11 11:50:00,27944.0,1
957078,Power Tools,2,45301,9556.85,13750.52,27965.24,2016-06-09 09:47:00,2016-06-09 09:20:00,2016-06-11 09:20:00,45301.0,1
921061,Microwave Oven,3,47666,11366.91,15622.76,47780.41,2016-04-04 13:17:00,2016-04-04 11:07:00,2016-04-07 11:07:00,47666.0,1
416664,Tablet,2,39170,31153.35,35812.09,72088.78,2016-03-19 12:17:00,2016-03-19 11:56:00,2016-03-21 11:56:00,39170.0,0
790385,Laptop,1,42905,72142.7,85715.25,85545.14,2016-06-11 13:43:00,2016-06-11 10:57:00,2016-06-15 10:57:00,42905.0,0
