Auction_ID,Product_Name,Lot,Bidder_ID,Start_Price,Bid_Amount,Bid_Time,Auction_Start,Auction_End,Bid_Winner,Fraudulent
238675,Scooter Helmet,2,36633,6274.6,7725.94,2016-08-08 12:00:00,2016-08-08 11:50:00,2016-08-11 11:50:00,36633.0,0
797828,Power Tools,2,19631,17810.49,22794.04,2016-09-23 11:35:00,2016-09-23 11:01:00,2016-09-29 11:01:00,19631.0,1
826203,Power Tools,2,19222,4066.29,5614.13,2016-08-01 11:16:00,2016-08-01 10:29:00,2016-08-06 10:29:00,19222.0,1
112839,Washing Machine,3,19315,25575.93,29254.96,2016-11-05 12:53:00,2016-11-05 10:50:00,2016-11-09 10:50:00,19315.0,0
785763,Used Smartphone,1,31313,30775.87,34177.61,2016-09-14 11:19:00,2016-09-14 09:07:00,2016-09-17 09:07:00,31313.0,0
825328,Microwave Oven,3,26596,13671.69,17194.88,2016-02-23 12:41:00,2016-02-23 10:07:00,2016-02-29 10:07:00,26596.0,1
340519,Digital Camera,2,10292,67491.12,71308.72,2016-11-07 12:31:00,2016-11-07 11:59:00,2016-11-12 11:59:00,,0
781162,Air Conditioner,3,9999,58979.18,83392.45,2016-11-21 09:30:00,2016-11-21 09:01:00,2016-11-23 09:01:00,9999.0,1
249324,Tablet,3,21752,9146.92,14030.52,2016-04-07 11:08:00,2016-04-07 09:28:00,2016-04-08 09:28:00,21752.0,1
937443,Home Theater System,1,10696,38555.91,46548.78,2016-09-23 12:02:00,2016-09-23 09:39:00,2016-09-26 09:39:00,10696.0,0
760661,Used Smartphone,3,27081,34948.28,43900.33,2016-05-16 14:00:00,2016-05-16 11:25:00,2016-05-21 11:25:00,27081.0,1
359559,Scooter Helmet,2,40195,6197.72,7220.38,2016-02-08 13:54:00,2016-02-08 11:50:00,2016-02-14 11:50:00,40195.0,0
662187,Office Chair,3,31146,8428.6,11888.52,2016-06-17 10:57:00,2016-06-17 10:29:00,2016-06-20 10:29:00,31146.0,1
249725,Digital Camera,2,11258,30191.82,34218.04,2016-10-12 12:01:00,2016-10-12 11:08:00,2016-10-15 11:08:00,11258.0,0
261467,Used Smartphone,1,34467,13801.49,16650.31,2016-11-21 12:51:00,2016-11-21 11:46:00,2016-11-23 11:46:00,34467.0,0
939151,LED TV,3,21386,52074.31,67005.76,2016-05-18 12:27:00,2016-05-18 11:37:00,2016-05-20 11:37:00,21386.0,0
538589,Electric Guitar,3,36368,32053.07,38894.58,2016-12-07 13:50:00,2016-12-07 11:17:00,2016-12-12 11:17:00,36368.0,0
715706,Digital Camera,3,49823,19247.52,21452.17,2016-07-21 11:32:00,2016-07-21 09:38:00,2016-07-25 09:38:00,49823.0,0
190040,Digital Camera,3,29004,25149.93,26705.48,2016-05-19 12:09:00,2016-05-19 09:19:00,2016-05-23 09:19:00,,0
894597,Home Theater System,1,19741,47976.66,52304.79,2016-04-28 09:21:00,2016-04-28 09:09:00,2016-05-02 09:09:00,,0
356231,Washing Machine,2,5993,33474.16,51506.94,2016-03-23 10:38:00,2016-03-23 10:28:00,2016-03-25 10:28:00,5993.0,1
621638,Scooter Helmet,1,11581,3677.61,4512.96,2016-08-08 12:08:00,2016-08-08 09:32:00,2016-08-13 09:32:00,11581.0,0
423935,Laptop,3,45813,43317.5,53644.64,2016-09-12 11:24:00,2016-09-12 09:01:00,2016-09-14 09:01:00,45813.0,1
290860,Tablet,3,21425,25054.92,39369.39,2016-03-23 12:24:00,2016-03-23 11:15:00,2016-03-25 11:15:00,21425.0,1
916277,Electric Guitar,1,41319,34818.59,37437.84,2016-07-17 11:18:00,2016-07-17 11:08:00,2016-07-23 11:08:00,,0
933797,Washing Machine,3,6244,47486.07,55335.32,2016-04-11 11:16:00,2016-04-11 09:35:00,2016-04-17 09:35:00,6244.0,0
637904,Laptop,3,24125,78882.85,121002.58,2016-08-18 10:53:00,2016-08-18 09:50:00,2016-08-23 09:50:00,24125.0,1
337542,Laptop,1,19124,71568.26,75821.05,2016-07-20 12:52:00,2016-07-20 11:52:00,2016-07-22 11:52:00,,0
351033,Power Tools,2,38760,12430.84,19604.64,2016-11-09 14:05:00,2016-11-09 11:30:00,2016-11-10 11:30:00,38760.0,1
172490,LED TV,2,31925,54467.3,66127.8,2016-06-22 13:23:00,2016-06-22 11:15:00,2016-06-23 11:15:00,31925.0,1
717997,Office Chair,2,34440,11857.0,15941.18,2016-07-17 11:47:00,2016-07-17 11:00:00,2016-07-20 11:00:00,34440.0,1
596853,Home Theater System,1,40820,48224.83,52873.9,2016-04-10 11:37:00,2016-04-10 09:07:00,2016-04-12 09:07:00,,0
901523,Tablet,2,27650,11768.88,13081.16,2016-09-19 11:40:00,2016-09-19 09:19:00,2016-09-20 09:19:00,27650.0,0
698743,Tablet,1,11971,25188.03,29464.14,2016-06-21 12:11:00,2016-06-21 11:13:00,2016-06-22 11:13:00,11971.0,0
154004,Scooter Helmet,2,19004,3176.9,3534.19,2016-12-11 14:22:00,2016-12-11 11:33:00,2016-12-12 11:33:00,19004.0,0
462871,Office Chair,1,28078,6004.64,7805.36,2016-05-15 11:11:00,2016-05-15 09:02:00,2016-05-21 09:02:00,28078.0,1
461736,LED TV,1,31845,22640.72,30222.08,2016-09-14 10:52:00,2016-09-14 10:47:00,2016-09-19 10:47:00,31845.0,1
750939,Washing Machine,2,24987,17819.13,23106.91,2016-04-10 13:16:00,2016-04-10 11:30:00,2016-04-16 11:30:00,24987.0,0
910934,Electric Guitar,2,26310,58391.75,78616.25,2016-05-03 12:38:00,2016-05-03 11:49:00,2016-05-06 11:49:00,26310.0,1
972082,Home Theater System,2,12821,49732.12,52811.84,2016-02-01 11:00:00,2016-02-01 10:51:00,2016-02-04 10:51:00,,0
287483,Tablet,1,42773,8046.12,9508.09,2016-11-25 09:47:00,2016-11-25 09:20:00,2016-11-28 09:20:00,42773.0,0
943556,Home Theater System,1,7659,20444.82,27663.39,2016-10-05 12:02:00,2016-10-05 10:52:00,2016-10-10 10:52:00,7659.0,1
874346,Office Chair,1,16393,3016.14,3815.43,2016-11-07 12:33:00,2016-11-07 10:46:00,2016-11-08 10:46:00,16393.0,0
389355,Washing Machine,1,24730,44027.57,59436.78,2016-09-04 12:05:00,2016-09-04 11:16:00,2016-09-07 11:16:00,24730.0,1
562160,Used Smartphone,2,19937,32464.43,43973.49,2016-12-01 14:15:00,2016-12-01 11:44:00,2016-12-07 11:44:00,19937.0,1
374026,Power Tools,3,9814,14838.18,16278.23,2016-03-28 12:37:00,2016-03-28 10:40:00,2016-04-01 10:40:00,,0
423531,Used Smartphone,2,8619,22981.19,25018.63,2016-04-19 10:54:00,2016-04-19 09:45:00,2016-04-20 09:45:00,,0
730239,Electric Guitar,3,12543,22520.47,25813.46,2016-08-10 12:27:00,2016-08-10 11:39:00,2016-08-15 11:39:00,12543.0,0
980879,Digital Camera,1,23601,52075.5,74198.4,2016-04-02 11:09:00,2016-04-02 10:35:00,2016-04-03 10:35:00,23601.0,1
838069,Washing Machine,2,30762,44459.92,47987.41,2016-02-28 11:29:00,2016-02-28 09:17:00,2016-03-04 09:17:00,,0
558714,Office Chair,3,33175,14415.83,17515.02,2016-03-03 11:10:00,2016-03-03 10:34:00,2016-03-09 10:34:00,33175.0,1
586530,Air Conditioner,3,30413,47468.52,57531.92,2016-01-09 09:47:00,2016-01-09 09:10:00,2016-01-12 09:10:00,30413.0,0
177239,Scooter Helmet,1,45653,4973.4,6485.12,2016-11-09 13:26:00,2016-11-09 11:43:00,2016-11-12 11:43:00,45653.0,0
154994,Laptop,3,43090,69720.08,94238.78,2016-06-28 09:31:00,2016-06-28 09:13:00,2016-06-29 09:13:00,43090.0,1
712085,LED TV,1,49760,89525.13,134451.27,2016-06-13 09:48:00,2016-06-13 09:42:00,2016-06-18 09:42:00,49760.0,1
162301,Tablet,1,25288,26836.74,33161.72,2016-12-04 13:32:00,2016-12-04 11:58:00,2016-12-07 11:58:00,25288.0,0
119521,Microwave Oven,1,44136,9225.84,13345.72,2016-08-11 14:25:00,2016-08-11 11:54:00,2016-08-17 11:54:00,44136.0,1
611369,Home Theater System,1,7636,48609.23,63695.65,2016-09-21 11:23:00,2016-09-21 10:54:00,2016-09-27 10:54:00,7636.0,0
609968,Washing Machine,1,26357,10077.42,12802.09,2016-04-18 12:28:00,2016-04-18 10:03:00,2016-04-23 10:03:00,26357.0,1
994505,Office Chair,2,33872,14724.87,16326.11,2016-06-30 11:36:00,2016-06-30 10:03:00,2016-07-06 10:03:00,33872.0,0
134597,Home Theater System,3,29051,30969.95,45715.32,2016-04-25 12:37:00,2016-04-25 10:42:00,2016-04-28 10:42:00,29051.0,1
556815,Air Conditioner,3,17563,20074.25,24091.04,2016-12-26 12:42:00,2016-12-26 10:49:00,2017-01-01 10:49:00,17563.0,1
994699,Digital Camera,3,18706,57050.94,60385.19,2016-01-15 14:23:00,2016-01-15 11:33:00,2016-01-21 11:33:00,,0
666228,LED TV,2,43099,21665.21,25219.64,2016-10-08 10:58:00,2016-10-08 10:27:00,2016-10-12 10:27:00,43099.0,0
739676,LED TV,2,37358,23644.86,28625.14,2016-12-05 12:12:00,2016-12-05 10:03:00,2016-12-07 10:03:00,37358.0,1
668691,Refrigerator,2,44095,30596.38,37203.26,2016-05-27 10:38:00,2016-05-27 10:07:00,2016-05-30 10:07:00,44095.0,1
859592,Power Tools,1,18470,16218.72,19531.38,2016-09-14 13:10:00,2016-09-14 10:13:00,2016-09-20 10:13:00,18470.0,0
435029,Electric Guitar,1,48629,48718.46,65659.14,2016-05-04 12:13:00,2016-05-04 10:36:00,2016-05-06 10:36:00,48629.0,0
729784,Used Smartphone,2,8537,24199.2,26703.28,2016-01-30 11:11:00,2016-01-30 09:00:00,2016-02-03 09:00:00,8537.0,0
615395,Home Theater System,1,5072,30476.0,35660.83,2016-03-02 12:43:00,2016-03-02 09:55:00,2016-03-06 09:55:00,5072.0,0
872798,Home Theater System,1,25054,27170.05,34428.93,2016-08-18 14:05:00,2016-08-18 11:22:00,2016-08-24 11:22:00,25054.0,0
731276,LED TV,1,13243,59370.13,69381.09,2016-04-27 11:27:00,2016-04-27 10:17:00,2016-04-28 10:17:00,13243.0,0
623762,LED TV,1,27675,52233.78,67944.8,2016-12-09 11:16:00,2016-12-09 09:31:00,2016-12-15 09:31:00,27675.0,1
360896,Scooter Helmet,3,23571,5684.58,7384.47,2016-12-05 12:48:00,2016-12-05 11:42:00,2016-12-08 11:42:00,23571.0,1
442130,Home Theater System,2,10589,57246.77,69518.45,2016-10-07 10:49:00,2016-10-07 10:25:00,2016-10-10 10:25:00,10589.0,1
407109,LED TV,3,48821,46142.15,51878.24,2016-05-07 09:42:00,2016-05-07 09:34:00,2016-05-11 09:34:00,48821.0,0
396118,Microwave Oven,3,27741,11854.14,14319.1,2016-12-22 09:44:00,2016-12-22 09:12:00,2016-12-28 09:12:00,27741.0,0
628480,Home Theater System,3,7910,39419.58,56022.01,2016-02-25 13:11:00,2016-02-25 10:51:00,2016-02-29 10:51:00,7910.0,1
221940,Scooter Helmet,1,49667,6302.47,7677.73,2016-04-14 10:51:00,2016-04-14 10:51:00,2016-04-19 10:51:00,49667.0,0
438120,Refrigerator,2,37159,34276.45,49751.28,2016-09-01 11:33:00,2016-09-01 09:05:00,2016-09-04 09:05:00,37159.0,1
762243,Laptop,1,37889,77306.14,114213.72,2016-06-21 13:10:00,2016-06-21 11:22:00,2016-06-22 11:22:00,37889.0,1
286068,Air Conditioner,1,38412,54921.73,74984.86,2016-03-03 11:11:00,2016-03-03 09:50:00,2016-03-08 09:50:00,38412.0,1
255066,Scooter Helmet,2,35673,4349.36,6850.77,2016-10-21 11:12:00,2016-10-21 10:36:00,2016-10-23 10:36:00,35673.0,1
797312,Microwave Oven,1,15258,20250.25,24596.22,2016-06-02 11:49:00,2016-06-02 09:03:00,2016-06-06 09:03:00,15258.0,0
327611,Air Conditioner,3,7434,32907.62,37791.48,2016-01-07 12:09:00,2016-01-07 09:19:00,2016-01-10 09:19:00,7434.0,0
870321,Home Theater System,1,9755,21539.54,31362.36,2016-05-04 09:28:00,2016-05-04 09:01:00,2016-05-07 09:01:00,9755.0,1
321317,Laptop,1,47486,32591.86,48914.68,2016-02-15 13:43:00,2016-02-15 10:47:00,2016-02-19 10:47:00,47486.0,1
268546,Used Smartphone,2,8713,33291.94,41877.99,2016-04-04 13:29:00,2016-04-04 10:33:00,2016-04-07 10:33:00,8713.0,0
733953,Laptop,2,12136,74981.31,109822.32,2016-08-29 13:26:00,2016-08-29 10:54:00,2016-09-04 10:54:00,12136.0,1
875357,Laptop,1,38450,75409.23,87782.97,2016-08-06 13:21:00,2016-08-06 11:28:00,2016-08-07 11:28:00,38450.0,0
666646,Microwave Oven,1,48885,10191.84,12021.66,2016-06-03 13:31:00,2016-06-03 11:40:00,2016-06-04 11:40:00,48885.0,0
997284,Electric Guitar,2,35569,20091.87,24179.81,2016-04-17 12:15:00,2016-04-17 11:06:00,2016-04-19 11:06:00,35569.0,0
921691,Air Conditioner,1,16990,46758.59,58953.46,2016-02-14 12:27:00,2016-02-14 10:02:00,2016-02-16 10:02:00,16990.0,1
538376,Tablet,2,23540,25618.05,34364.13,2016-05-31 11:27:00,2016-05-31 09:45:00,2016-06-04 09:45:00,23540.0,1
279521,Home Theater System,2,7276,48974.58,68808.62,2016-04-24 10:18:00,2016-04-24 09:54:00,2016-04-26 09:54:00,7276.0,1
331867,Microwave Oven,2,46891,16252.86,19887.44,2016-09-02 09:40:00,2016-09-02 09:22:00,2016-09-07 09:22:00,46891.0,0
721848,Laptop,2,35873,60411.97,72590.3,2016-03-20 11:14:00,2016-03-20 10:34:00,2016-03-21 10:34:00,35873.0,0
152653,Tablet,3,29659,14420.72,18704.61,2016-04-13 10:05:00,2016-04-13 09:01:00,2016-04-16 09:01:00,29659.0,1
834022,Refrigerator,2,16399,20486.38,26535.42,2016-07-26 11:33:00,2016-07-26 10:30:00,2016-08-01 10:30:00,16399.0,0
454300,Laptop,1,9300,68410.7,98944.36,2016-08-29 12:23:00,2016-08-29 10:47:00,2016-09-02 10:47:00,9300.0,1
996480,Refrigerator,1,11703,23257.92,31981.56,2016-10-12 13:25:00,2016-10-12 11:02:00,2016-10-15 11:02:00,11703.0,1
873333,Microwave Oven,3,12823,9713.28,13086.77,2016-08-15 12:10:00,2016-08-15 11:42:00,2016-08-16 11:42:00,12823.0,0
482720,Laptop,3,47431,33270.42,42397.62,2016-02-10 13:07:00,2016-02-10 10:28:00,2016-02-12 10:28:00,47431.0,1
358035,Home Theater System,3,42133,30072.61,36507.84,2016-02-07 11:14:00,2016-02-07 10:46:00,2016-02-10 10:46:00,42133.0,1
856810,Used Smartphone,2,24786,24682.13,32554.93,2016-10-22 13:14:00,2016-10-22 10:55:00,2016-10-25 10:55:00,24786.0,1
282199,Air Conditioner,2,38314,36219.41,38525.26,2016-01-31 12:04:00,2016-01-31 09:06:00,2016-02-01 09:06:00,,0
928892,Microwave Oven,3,20471,21478.41,27180.27,2016-01-14 13:33:00,2016-01-14 10:39:00,2016-01-17 10:39:00,20471.0,1
646384,Tablet,1,41661,25338.43,28694.75,2016-06-05 11:34:00,2016-06-05 09:07:00,2016-06-09 09:07:00,41661.0,0
752241,Office Chair,2,35109,4718.71,6444.08,2016-09-04 10:28:00,2016-09-04 09:19:00,2016-09-06 09:19:00,35109.0,1
496665,Digital Camera,3,8334,54470.69,79210.27,2016-05-04 11:41:00,2016-05-04 09:06:00,2016-05-05 09:06:00,8334.0,1
980455,Used Smartphone,3,9088,30539.58,38740.11,2016-04-28 12:01:00,2016-04-28 10:28:00,2016-05-01 10:28:00,9088.0,0
626820,Digital Camera,3,21071,16245.97,21783.1,2016-08-03 12:55:00,2016-08-03 11:40:00,2016-08-08 11:40:00,21071.0,0
202923,Tablet,3,27394,27268.07,37942.57,2016-01-04 12:06:00,2016-01-04 10:39:00,2016-01-05 10:39:00,27394.0,1
749763,Power Tools,1,24593,9348.08,10043.91,2016-03-28 12:21:00,2016-03-28 10:13:00,2016-03-31 10:13:00,,0
339316,Air Conditioner,2,32226,26471.16,35253.82,2016-07-12 10:14:00,2016-07-12 09:33:00,2016-07-16 09:33:00,32226.0,0
315245,Used Smartphone,3,36100,20513.93,26883.58,2016-04-13 09:41:00,2016-04-13 09:24:00,2016-04-17 09:24:00,36100.0,1
463640,Washing Machine,3,35638,18915.37,24508.24,2016-07-08 12:54:00,2016-07-08 11:06:00,2016-07-13 11:06:00,35638.0,0
976939,Washing Machine,3,25298,10131.51,13581.79,2016-07-15 13:51:00,2016-07-15 11:50:00,2016-07-18 11:50:00,25298.0,0
872893,Washing Machine,2,34663,14242.63,15696.62,2016-09-29 09:37:00,2016-09-29 09:08:00,2016-10-01 09:08:00,34663.0,0
999942,Washing Machine,2,40346,16735.64,21018.96,2016-02-20 13:40:00,2016-02-20 11:48:00,2016-02-21 11:48:00,40346.0,0
172564,Refrigerator,2,43300,39021.91,47492.29,2016-10-30 11:53:00,2016-10-30 11:37:00,2016-10-31 11:37:00,43300.0,1
393114,Used Smartphone,1,41283,33226.62,42048.22,2016-04-06 11:29:00,2016-04-06 09:38:00,2016-04-08 09:38:00,41283.0,1
431564,Laptop,3,35803,50844.08,54430.42,2016-04-24 12:29:00,2016-04-24 11:52:00,2016-04-28 11:52:00,,0
748655,Used Smartphone,2,46143,23626.27,29964.99,2016-11-17 13:23:00,2016-11-17 11:04:00,2016-11-21 11:04:00,46143.0,0
401124,Used Smartphone,2,9742,19932.47,25634.78,2016-07-14 11:39:00,2016-07-14 10:27:00,2016-07-16 10:27:00,9742.0,0
975409,Scooter Helmet,1,5089,3153.6,3588.67,2016-08-29 12:23:00,2016-08-29 11:09:00,2016-09-02 11:09:00,5089.0,0
539255,Digital Camera,3,16989,19807.16,25786.58,2016-04-07 10:48:00,2016-04-07 10:24:00,2016-04-12 10:24:00,16989.0,0
931658,Air Conditioner,2,22926,34537.4,46202.87,2016-07-17 11:31:00,2016-07-17 10:23:00,2016-07-19 10:23:00,22926.0,0
695495,Digital Camera,1,49868,60867.74,79150.38,2016-02-18 12:04:00,2016-02-18 10:43:00,2016-02-23 10:43:00,49868.0,0
495697,Laptop,1,27987,61238.2,79133.4,2016-11-06 12:04:00,2016-11-06 10:46:00,2016-11-08 10:46:00,27987.0,0
207654,Microwave Oven,3,15489,14004.74,17433.08,2016-04-11 11:49:00,2016-04-11 11:23:00,2016-04-16 11:23:00,15489.0,0
984758,Home Theater System,3,31233,29829.33,31464.73,2016-08-18 14:20:00,2016-08-18 11:42:00,2016-08-22 11:42:00,,0
266650,Electric Guitar,3,31895,47684.25,55715.13,2016-10-24 10:52:00,2016-10-24 09:29:00,2016-10-25 09:29:00,31895.0,0
282530,LED TV,1,34918,17336.44,21853.72,2016-10-03 11:58:00,2016-10-03 10:36:00,2016-10-06 10:36:00,34918.0,1
785346,Digital Camera,1,25802,31045.34,34362.88,2016-08-29 10:36:00,2016-08-29 09:13:00,2016-09-01 09:13:00,25802.0,0
898942,Office Chair,1,49300,5939.45,6879.39,2016-10-06 13:56:00,2016-10-06 11:40:00,2016-10-10 11:40:00,49300.0,0
830257,Tablet,2,7502,8891.77,11947.8,2016-11-06 14:48:00,2016-11-06 11:49:00,2016-11-12 11:49:00,7502.0,0
215510,Power Tools,3,15581,19403.66,26234.1,2016-05-24 10:47:00,2016-05-24 09:38:00,2016-05-28 09:38:00,15581.0,1
439732,Home Theater System,3,48844,28647.61,32225.03,2016-10-17 10:03:00,2016-10-17 09:41:00,2016-10-21 09:41:00,48844.0,0
